2back,201.13800000000003
physical,200.84300000000002
decisions,200.81800000000015
syntactic,200.75900000000019
phonology,200.29200000000014
languages,199.91899999999978
production,199.84500000000008
comprehension,199.79600000000005
visuospatial,199.54199999999992
attend,199.08700000000005
depression,198.69800000000012
movements,198.6369999999999
overt,198.62699999999995
numerical,198.57100000000003
readers,198.37799999999993
episodic,198.253
implicit,198.1009999999999
practice,197.80699999999993
animal,197.7799999999999
fluency,197.6010000000001
autism,197.5089999999999
fact,197.17600000000002
covert,195.72
categorization,195.25000000000009
salience,195.14799999999983
anxiety,195.07499999999982
sound,194.99699999999984
women,194.78200000000007
pseudowords,194.65199999999993
imagine,193.82700000000017
dopamine,193.6290000000002
aging,192.8910000000002
unfamiliar,192.64799999999988
associative,192.598
spoken,192.2279999999999
shapes,192.11199999999988
gonogo,192.0290000000002
somatosensory,191.86400000000003
subtraction,191.85400000000004
card,191.61599999999999
regulation,191.224
adaptation,191.04999999999995
placebo,190.99099999999996
reasoning,190.77800000000036
pain,190.76900000000006
noun,190.66400000000024
self,190.54600000000013
automatic,189.7869999999998
shifts,189.6820000000001
intention,189.22700000000003
paired,188.93199999999982
learned,188.46799999999996
gesture,188.43499999999992
risk,188.11700000000002
theory,187.48099999999994
speakers,187.44300000000004
shortterm,187.36499999999987
character,187.30999999999995
written,187.2390000000002
masked,187.04399999999998
attended,186.31099999999998
rehearsal,186.11999999999992
finger,185.93399999999994
anticipation,185.73200000000003
preparatory,185.67400000000004
stop,185.6269999999999
syllables,185.3930000000001
expressions,185.02599999999995
irrelevant,184.96399999999994
prime,184.73200000000003
thought,184.61300000000008
longterm,182.4440000000001
abilities,182.3959999999998
empathy,182.32399999999987
oddball,182.29999999999995
remember,181.37999999999985
gestures,180.73900000000015
noise,180.14199999999983
japanese,179.9150000000002
german,179.2190000000001
females,178.47500000000002
amount,178.40200000000002
adolescents,178.20099999999996
crossmodal,177.9649999999999
spatially,177.84199999999993
awareness,177.77399999999994
sensorimotor,177.14200000000014
loss,177.10499999999993
orientation,176.9180000000002
scene,176.84
endogenous,176.56299999999976
saccade,176.43400000000008
calculation,176.20100000000016
distractors,176.18000000000012
contextual,175.59800000000004
imagined,175.48300000000003
painful,175.14800000000008
probes,175.04200000000003
solving,174.76999999999998
1back,174.73999999999992
hearing,174.16599999999994
unpleasant,174.07599999999988
hands,174.0129999999999
da,173.9629999999999
tactile,173.24600000000007
personal,173.2279999999999
salient,173.1889999999999
trained,173.14399999999983
expectation,173.01300000000012
orienting,172.87800000000001
multisensory,172.5970000000001
trait,172.56799999999993
dominant,172.3719999999999
goal,172.2310000000003
listening,172.18900000000005
violation,171.20800000000006
nouns,170.83599999999993
future,170.6089999999999
skin,170.4380000000001
recollection,170.34799999999998
outcomes,170.26599999999996
reversal,170.244
movie,170.02499999999992
sequential,169.72400000000013
competition,168.85199999999992
presentations,168.80199999999988
family,168.58599999999998
taskrelevant,168.09600000000006
shifting,167.87299999999988
relational,167.36900000000009
music,167.12699999999992
invalid,166.68899999999994
sounds,166.24900000000005
males,166.17399999999995
congruency,166.137
tool,166.13199999999992
audiovisual,165.93699999999993
digits,165.8389999999999
engagement,165.70599999999993
tones,165.33699999999996
semantically,165.10799999999995
aversive,165.042
happy,164.7729999999998
choices,164.62999999999988
voluntary,164.43099999999998
scenes,163.97599999999997
taskirrelevant,163.72900000000007
ambiguous,163.6779999999999
decisionmaking,163.25700000000006
grammatical,163.19300000000007
animals,162.79899999999995
bimodal,162.07299999999995
bottomup,161.86699999999996
rotation,161.78099999999998
probabilistic,161.4120000000001
perspective,161.24699999999993
serial,161.20599999999993
nback,161.1349999999998
writing,161.10800000000006
success,160.967
negatively,160.96
expectancy,160.64399999999986
cueing,160.23500000000004
cards,159.57699999999994
repetitions,159.35099999999997
conceptual,159.1759999999999
play,158.83400000000012
visuomotor,158.39700000000016
adolescence,158.15200000000019
persons,158.1459999999999
nonverbal,158.05999999999992
hits,157.62000000000003
dyslexia,157.61699999999993
elderly,157.5459999999999
nonwords,157.1039999999999
ambiguity,156.50500000000008
conscious,156.3919999999998
autistic,156.26099999999997
illness,155.58099999999996
genotype,155.55500000000023
videos,155.485
depressed,154.70600000000007
feelings,154.56299999999993
game,154.06199999999998
dopaminergic,153.71599999999995
mood,153.609
spontaneous,153.58700000000002
adhd,153.43900000000002
monetary,153.2809999999999
errorrelated,153.06499999999988
colour,152.54700000000017
rewards,151.90900000000002
saccades,151.42399999999995
categorical,151.40800000000004
pressure,151.2989999999999
simulation,151.12600000000018
musical,151.11599999999984
angry,151.07599999999996
retrieved,150.79799999999986
photographs,150.76099999999988
novelty,150.4829999999998
skills,150.0500000000002
articulatory,150.0099999999999
physiological,149.73099999999985
gain,149.65899999999996
psychophysical,149.50499999999994
reactivity,149.18100000000004
pitch,149.16300000000007
mouth,148.85299999999998
noxious,148.56599999999983
tapping,148.319
remembered,148.14300000000003
money,148.0139999999998
sensation,147.90600000000015
grasping,147.844
unattended,147.46800000000022
phasic,147.32000000000005
threat,146.99000000000004
prosody,146.95099999999994
temperature,146.85699999999989
fearful,146.60799999999998
masking,146.222
vocal,146.16300000000004
anticipatory,145.9110000000001
personality,144.96300000000016
painrelated,144.66299999999978
retention,144.59499999999989
thinking,144.365
gaze,143.93800000000016
text,143.57899999999995
heat,143.03999999999996
alcohol,142.9139999999999
disgust,142.59999999999985
colors,142.393
voice,142.04300000000006
phonetic,141.7609999999999
memories,141.732
plasticity,141.22600000000014
default,140.0110000000001
confidence,139.9870000000001
contexts,139.57699999999994
mentalizing,139.27799999999993
childhood,139.1809999999999
prosodic,138.93600000000004
vision,138.81600000000003
biological,138.27399999999992
violations,138.11899999999997
intentional,137.1409999999998
stress,136.24599999999998
restingstate,135.9949999999999
schizophrenic,135.86799999999994
aphasia,135.0139999999999
experiences,134.50500000000017
pleasant,133.87700000000004
empathic,133.547
shock,133.53099999999995
improvement,133.35300000000004
unpleasantness,132.904
virtual,132.50099999999992
eyes,132.4530000000001
names,132.42700000000005
incentive,132.17000000000002
hierarchical,132.1329999999999
effort,131.845
thoughts,131.61500000000007
concepts,131.25499999999994
tom,130.92099999999994
interhemispheric,130.71600000000007
concentration,129.4120000000002
acoustic,128.22500000000008
intelligence,128.13900000000004
motivation,127.46300000000011
preference,126.636
antipsychotic,126.524
uncertainty,126.40900000000002
conditioning,126.34799999999994
velocity,126.30000000000024
ear,125.71799999999999
oral,125.285
nonpainful,124.78899999999996
allele,124.75599999999997
sexual,124.68100000000001
probabilities,124.4400000000001
tracking,124.15200000000006
nociceptive,124.09099999999998
anger,123.92599999999997
win,123.51500000000006
fingers,123.29200000000007
reinforcement,121.79800000000007
emotionally,121.75000000000009
lip,121.20199999999996
traits,120.561
sleep,120.1059999999999
avoidance,119.98200000000013
heart,119.44400000000003
saccadic,118.57799999999993
past,118.38300000000005
drugs,118.37100000000002
bipolar,118.20700000000006
reaching,117.80500000000012
encoded,117.76499999999997
food,117.17599999999995
causality,116.94499999999996
muscle,116.59199999999996
autobiographical,116.03000000000002
eating,115.72700000000003
foot,115.37299999999992
houses,114.73799999999994
rejection,114.00400000000005
impulsivity,113.07900000000012
habituation,111.81600000000007
depressive,111.05000000000011
famous,110.92899999999996
story,110.47199999999994
sadness,110.41300000000001
losses,110.38299999999997
cocaine,108.56900000000006
conditioned,105.92599999999995
addiction,105.53400000000002
taste,104.39800000000004
ptsd,104.21499999999995
olfactory,104.20200000000003
intentions,104.00900000000009
smoking,103.58499999999998
episode,102.56000000000007
sensations,102.45000000000002
epilepsy,102.085
distress,101.50900000000001
attribution,100.209
scenarios,98.30599999999991
selfreferential,98.01000000000008
selfreported,95.93399999999993
craving,95.70700000000004
moral,95.35200000000009
limb,92.59499999999993
somatotopic,88.84699999999998
stories,85.683
polymorphism,81.45899999999997
muscles,80.669
oscillations,78.18700000000007
